ID	CHARACTER	PINYIN	DOCULECT	DOCULECT_IN_SOURCE	READING	SEMANTIC_CLASS	PHONETIC_CLASS	KARLGREN_ID	CONCEPT
4934	菼	tǎn	Old_Chinese	Classical Old Chinese	(s)l̥ā́m	0	0617	0617 j	
4935	菼	tǎn	Late_Han_Chinese	Eastern Han Chinese	l̥ā́m	0	0617	0617 j	
4936	菼	tǎn	Middle_Chinese	Middle Chinese	thấm	0	0617	0617 j	
4937	鐘	zhōng	Old_Chinese	Classical Old Chinese	toŋ	167	1188	1188 x	
4938	鐘	zhōng	Late_Han_Chinese	Eastern Han Chinese	ćoŋ	167	1188	1188 x	
4939	鐘	zhōng	Middle_Chinese	Middle Chinese	ćöuŋ	167	1188	1188 x	
4940	樛	jiū	Old_Chinese	Classical Old Chinese	kriw	75	1069	1069 h	
4941	樛	jiū	Late_Han_Chinese	Eastern Han Chinese	krǝw	75	1069	1069 h	
4942	樛	jiū	Middle_Chinese	Middle Chinese	kjiw	75	1069	1069 h	
4943	眉	méi	Old_Chinese	Classical Old Chinese	mrǝj	109	0567	0567 a-c	
4944	眉	méi	Late_Han_Chinese	Eastern Han Chinese	mrǝj	109	0567	0567 a-c	
4945	眉	méi	Middle_Chinese	Middle Chinese	mi	109	0567	0567 a-c	
4946	墮	duò	Old_Chinese	Classical Old Chinese	l(h)wā́j	32	0011	0011 e	
4947	墮	duò	Late_Han_Chinese	Eastern Han Chinese	l(h)wǟ́	32	0011	0011 e	
4948	墮	duò	Middle_Chinese	Middle Chinese	dwấ	32	0011	0011 e	
4949	麗	lì	Old_Chinese	Classical Old Chinese	rēh	198	0878	0878 a-b	
4950	麗	lì	Late_Han_Chinese	Eastern Han Chinese	riēh	198	0878	0878 a-b	
4951	麗	lì	Middle_Chinese	Middle Chinese	lìej	198	0878	0878 a-b	
4952	翌	yì	Old_Chinese	Classical Old Chinese	Łǝk	124	0912	0912 a-d	
4953	翌	yì	Late_Han_Chinese	Eastern Han Chinese	źǝk	124	0912	0912 a-d	
4954	翌	yì	Middle_Chinese	Middle Chinese	jik	124	0912	0912 a-d	
4955	逵	kuí	Old_Chinese	Classical Old Chinese	gru	162			
4956	逵	kuí	Late_Han_Chinese	Eastern Han Chinese	grǝw	162			
4957	逵	kuí	Middle_Chinese	Middle Chinese	gwi	162			
4958	廚	chú	Old_Chinese	Classical Old Chinese	dro	53	0127	0127 m	
4959	廚	chú	Late_Han_Chinese	Eastern Han Chinese	ḍwa	53	0127	0127 m	
4960	廚	chú	Middle_Chinese	Middle Chinese	ḍü	53	0127	0127 m	
4961	宇	yǔ	Old_Chinese	Classical Old Chinese	w(h)á	40	0097	0097 h	
4962	宇	yǔ	Late_Han_Chinese	Eastern Han Chinese	w(h)á	40	0097	0097 h	
4963	宇	yǔ	Middle_Chinese	Middle Chinese	ɦǘ	40	0097	0097 h	
4964	傑	jié	Old_Chinese	Classical Old Chinese	grat	9	0284	0284 b	
4965	傑	jié	Late_Han_Chinese	Eastern Han Chinese	grat	9	0284	0284 b	
4966	傑	jié	Middle_Chinese	Middle Chinese	get	9	0284	0284 b	
4967	后	hòu	Old_Chinese	Classical Old Chinese	ghṓ	30	0112	0112 a-b	
4968	后	hòu	Late_Han_Chinese	Eastern Han Chinese	ɣwā́	30	0112	0112 a-b	
4969	后	hòu	Middle_Chinese	Middle Chinese	ɣʌ́w ɣʌ̀w	30	0112	0112 a-b	
4970	虜	lǔ	Old_Chinese	Classical Old Chinese	r(h)ā́	141	0069	0069 e	
4971	虜	lǔ	Late_Han_Chinese	Eastern Han Chinese	r(h)ā́	141	0069	0069 e	
4972	虜	lǔ	Middle_Chinese	Middle Chinese	ló	141	0069	0069 e	
4973	捎	shāo	Old_Chinese	Classical Old Chinese	sēw	64	1149	1149 x	
4974	捎	shāo	Late_Han_Chinese	Eastern Han Chinese	siāw	64	1149	1149 x	
4975	捎	shāo	Middle_Chinese	Middle Chinese	siew	64	1149	1149 x	
4976	幼	yòu	Old_Chinese	Classical Old Chinese	ʔiwh	52	1115	1115 f	
4977	幼	yòu	Late_Han_Chinese	Eastern Han Chinese	ʔjǝwh	52	1115	1115 f	
4978	幼	yòu	Middle_Chinese	Middle Chinese	ʔjí̀w	52	1115	1115 f	
4979	匍	pú	Old_Chinese	Classical Old Chinese	b(h)ā	20	0102	0102 |l ́-m ́	
4980	匍	pú	Late_Han_Chinese	Eastern Han Chinese	b(h)ā	20	0102	0102 |l ́-m ́	
4981	匍	pú	Middle_Chinese	Middle Chinese	bo	20	0102	0102 |l ́-m ́	
4982	豭	jiā	Old_Chinese	Classical Old Chinese	krā	152	0033	0033 f	
4983	豭	jiā	Late_Han_Chinese	Eastern Han Chinese	krǟ	152	0033	0033 f	
4984	豭	jiā	Middle_Chinese	Middle Chinese	kạ	152	0033	0033 f	
4985	雞	jī	Old_Chinese	Classical Old Chinese	kē	172	0876	0876 n-p	
4986	雞	jī	Late_Han_Chinese	Eastern Han Chinese	kiē	172	0876	0876 n-p	
4987	雞	jī	Middle_Chinese	Middle Chinese	kiej	172	0876	0876 n-p	
4988	急	jí	Old_Chinese	Classical Old Chinese	kǝp	61	0681	0681 g	
4989	急	jí	Late_Han_Chinese	Eastern Han Chinese	kǝp	61	0681	0681 g	
4990	急	jí	Middle_Chinese	Middle Chinese	kip	61	0681	0681 g	
4991	擔	dān	Old_Chinese	Classical Old Chinese	tām	64	0619	0619 k	
4992	擔	dān	Late_Han_Chinese	Eastern Han Chinese	tām	64	0619	0619 k	
4993	擔	dān	Middle_Chinese	Middle Chinese	tâm	64	0619	0619 k	
4994	鷖	yī	Old_Chinese	Classical Old Chinese	ʔīj	196	0589	0589 g	
4995	鷖	yī	Late_Han_Chinese	Eastern Han Chinese	ʔiǝ̄j	196	0589	0589 g	
4996	鷖	yī	Middle_Chinese	Middle Chinese	ʔiej	196	0589	0589 g	
4997	押	yā	Old_Chinese	Classical Old Chinese	ʔrāp	64	0629	0629 h	
4998	押	yā	Late_Han_Chinese	Eastern Han Chinese	ʔrāp	64	0629	0629 h	
4999	押	yā	Middle_Chinese	Middle Chinese	ʔạp	64	0629	0629 h	
5000	祉	zhǐ	Old_Chinese	Classical Old Chinese	thrǝ́	113	0961	0961 k	
5001	祉	zhǐ	Late_Han_Chinese	Eastern Han Chinese	ṭhǝ́	113	0961	0961 k	
5002	祉	zhǐ	Middle_Chinese	Middle Chinese	ṭhɨ́	113	0961	0961 k	
5003	恆	héng	Old_Chinese	Classical Old Chinese	gǝ̄ŋ	61	0881	0881 d-e	
5004	恆	héng	Late_Han_Chinese	Eastern Han Chinese	gǝ̄ŋ	61	0881	0881 d-e	
5005	恆	héng	Middle_Chinese	Middle Chinese	ɣʌŋ	61	0881	0881 d-e	
5006	帥	shuài	Old_Chinese	Classical Old Chinese	srwǝt	50	0499	0499 a-c	
5007	帥	shuài	Late_Han_Chinese	Eastern Han Chinese	ṣwǝt	50	0499	0499 a-c	
5008	帥	shuài	Middle_Chinese	Middle Chinese	ṣwit	50	0499	0499 a-c	
5009	蟹	xiè	Old_Chinese	Classical Old Chinese	g(h)rḗ	142	0861	0861 d	
5010	蟹	xiè	Late_Han_Chinese	Eastern Han Chinese	grḗ (~ ɣ-)	142	0861	0861 d	
5011	蟹	xiè	Middle_Chinese	Middle Chinese	ɣạ̈́	142	0861	0861 d	
5012	昧	mèi	Old_Chinese	Classical Old Chinese	mǝ̄ć	72	0531	0531 n-o	
5013	昧	mèi	Late_Han_Chinese	Eastern Han Chinese	mǝ̄ś	72	0531	0531 n-o	
5014	昧	mèi	Middle_Chinese	Middle Chinese	mòj	72	0531	0531 n-o	
5015	涉	shè	Old_Chinese	Classical Old Chinese	d(h)ap	85	0634	0634 a-e	
5016	涉	shè	Late_Han_Chinese	Eastern Han Chinese	ʒ́(h)ap	85	0634	0634 a-e	
5017	涉	shè	Middle_Chinese	Middle Chinese	ʒ́ep	85	0634	0634 a-e	
5018	誘	yǒu yòu	Old_Chinese	Classical Old Chinese	lú	149	1095	1095 e	
5019	誘	yǒu yòu	Late_Han_Chinese	Eastern Han Chinese	źǝ́w	149	1095	1095 e	
5020	誘	yǒu yòu	Middle_Chinese	Middle Chinese	jǝ́w	149	1095	1095 e	
5021	眇	miǎo	Old_Chinese	Classical Old Chinese	m(h)éw	109	1158	1158 a	
5022	眇	miǎo	Late_Han_Chinese	Eastern Han Chinese	m(h)jáw	109	1158	1158 a	
5023	眇	miǎo	Middle_Chinese	Middle Chinese	mjéw	109	1158	1158 a	
5024	莖	jīng	Old_Chinese	Classical Old Chinese	ghrēŋ	140	0831	0831 u	
5025	莖	jīng	Late_Han_Chinese	Eastern Han Chinese	ɣriēŋ	140	0831	0831 u	
5026	莖	jīng	Middle_Chinese	Middle Chinese	ɣạiŋ	140	0831	0831 u	
5027	汪	wāng	Old_Chinese	Classical Old Chinese	ʔwāŋ	85	0739	0739 r	
5028	汪	wāng	Late_Han_Chinese	Eastern Han Chinese	ʔwāŋ	85	0739	0739 r	
5029	汪	wāng	Middle_Chinese	Middle Chinese	ʔwâŋ	85	0739	0739 r	
5030	府	fǔ	Old_Chinese	Classical Old Chinese	pó	53	0136	0136 c	
5031	府	fǔ	Late_Han_Chinese	Eastern Han Chinese	pwá	53	0136	0136 c	
5032	府	fǔ	Middle_Chinese	Middle Chinese	pǘ	53	0136	0136 c	
5033	莪	é	Old_Chinese	Classical Old Chinese	ŋ(h)āj	0	0002	0002 m	
5034	莪	é	Late_Han_Chinese	Eastern Han Chinese	ŋ(h)ǟ	0	0002	0002 m	
5035	莪	é	Middle_Chinese	Middle Chinese	ŋâ	0	0002	0002 m	
5036	叔	shú	Old_Chinese	Classical Old Chinese	tiuk (~ -uk)	29	1031	1031 b-d	
5037	叔	shú	Late_Han_Chinese	Eastern Han Chinese	ćǝuk (~ -ǝuk)	29	1031	1031 b-d	
5038	叔	shú	Middle_Chinese	Middle Chinese	śük	29	1031	1031 b-d	
5039	墠	shàn	Old_Chinese	Classical Old Chinese	d(h)án	32	0147	0147 |a ́	
5040	墠	shàn	Late_Han_Chinese	Eastern Han Chinese	ʒ́(h)án	32	0147	0147 |a ́	
5041	墠	shàn	Middle_Chinese	Middle Chinese	ʒ́én	32	0147	0147 |a ́	
5042	倌	guān	Old_Chinese	Classical Old Chinese	kwān	9	0157	0157 l	
5043	倌	guān	Late_Han_Chinese	Eastern Han Chinese	kwān	9	0157	0157 l	
5044	倌	guān	Middle_Chinese	Middle Chinese	kwân	9	0157	0157 l	
5045	偃	yǎn	Old_Chinese	Classical Old Chinese	ʔán	9	0253	0253 g	
5046	偃	yǎn	Late_Han_Chinese	Eastern Han Chinese	ʔán	9	0253	0253 g	
5047	偃	yǎn	Middle_Chinese	Middle Chinese	ʔǝ́n	9	0253	0253 g	
5048	凍	dòng	Old_Chinese	Classical Old Chinese	tōŋh	15	1175	1175 e	
5049	凍	dòng	Late_Han_Chinese	Eastern Han Chinese	tōŋh	15	1175	1175 e	
5050	凍	dòng	Middle_Chinese	Middle Chinese	tùŋ	15	1175	1175 e	
5051	嘗	cháng	Old_Chinese	Classical Old Chinese	d(h)aŋ	30	0725	0725 f-i	
5052	嘗	cháng	Late_Han_Chinese	Eastern Han Chinese	ʒ́(h)aŋ	30	0725	0725 f-i	
5053	嘗	cháng	Middle_Chinese	Middle Chinese	ʒ́aŋ	30	0725	0725 f-i	
5054	匜	yí	Old_Chinese	Classical Old Chinese	Łaj	22	0004	0004 n-p	
5055	匜	yí	Late_Han_Chinese	Eastern Han Chinese	źe	22	0004	0004 n-p	
5056	匜	yí	Middle_Chinese	Middle Chinese	je	22	0004	0004 n-p	
5057	嚇	xiǎ	Old_Chinese	Classical Old Chinese	hrāk	30	0779	0779 b	
5058	嚇	xiǎ	Late_Han_Chinese	Eastern Han Chinese	hrāk	30	0779	0779 b	
5059	嚇	xiǎ	Middle_Chinese	Middle Chinese	xạ̈ik	30	0779	0779 b	
5060	陵	líng	Old_Chinese	Classical Old Chinese	rǝŋ	170	0898	0898 c-d	
5061	陵	líng	Late_Han_Chinese	Eastern Han Chinese	rǝŋ	170	0898	0898 c-d	
5062	陵	líng	Middle_Chinese	Middle Chinese	liŋ	170	0898	0898 c-d	
5063	間	jiān	Old_Chinese	Classical Old Chinese	krēn	169	0191	0191 a-c	
5064	間	jiān	Late_Han_Chinese	Eastern Han Chinese	kriān	169	0191	0191 a-c	
5065	間	jiān	Middle_Chinese	Middle Chinese	kạ̈n	169	0191	0191 a-c	
5066	規	guī	Old_Chinese	Classical Old Chinese	kwe	147	0875	0875 a	
5067	規	guī	Late_Han_Chinese	Eastern Han Chinese	kjwe	147	0875	0875 a	
5068	規	guī	Middle_Chinese	Middle Chinese	kjwe	147	0875	0875 a	
5069	韭	jiǔ	Old_Chinese	Classical Old Chinese	k(r)ú	179	1065	1065 a-b	
5070	韭	jiǔ	Late_Han_Chinese	Eastern Han Chinese	k(r)ǝ́w	179	1065	1065 a-b	
5071	韭	jiǔ	Middle_Chinese	Middle Chinese	kǝ́w	179	1065	1065 a-b	
5072	危	wéi	Old_Chinese	Classical Old Chinese	ŋwaj	26	0029	0029 a	
5073	危	wéi	Late_Han_Chinese	Eastern Han Chinese	ŋwe	26	0029	0029 a	
5074	危	wéi	Middle_Chinese	Middle Chinese	ŋwe	26	0029	0029 a	
5075	俅	qíu	Old_Chinese	Classical Old Chinese	g(h)(r)u	0	1066	1066 n	
5076	俅	qíu	Late_Han_Chinese	Eastern Han Chinese	g(h)(r)ǝw	0	1066	1066 n	
5077	俅	qíu	Middle_Chinese	Middle Chinese	gǝw	0	1066	1066 n	
5078	擒	qín	Old_Chinese	Classical Old Chinese	ghǝm	64	0651	0651 n	
5079	擒	qín	Late_Han_Chinese	Eastern Han Chinese	ghǝm	64	0651	0651 n	
5080	擒	qín	Middle_Chinese	Middle Chinese	gim	64	0651	0651 n	
5081	穎	yǐng	Old_Chinese	Classical Old Chinese	w(h)éŋ	115	0828	0828 c	
5082	穎	yǐng	Late_Han_Chinese	Eastern Han Chinese	w(h)éŋ	115	0828	0828 c	
5083	穎	yǐng	Middle_Chinese	Middle Chinese	jwéŋ	115	0828	0828 c	
5084	瘈	jì	Old_Chinese	Classical Old Chinese	kēć	0	0279	0279 g	
5085	瘈	jì	Late_Han_Chinese	Eastern Han Chinese	kiāś	0	0279	0279 g	
5086	瘈	jì	Middle_Chinese	Middle Chinese	kìej	0	0279	0279 g	
5087	對	duì	Old_Chinese	Classical Old Chinese	twǝ̄ć	41	0511	0511 a-g	
5088	對	duì	Late_Han_Chinese	Eastern Han Chinese	twǝ̄ś	41	0511	0511 a-g	
5089	對	duì	Middle_Chinese	Middle Chinese	tòj	41	0511	0511 a-g	
5090	噬	shì	Old_Chinese	Classical Old Chinese	d(h)ać	30	0336	0336 c	
5091	噬	shì	Late_Han_Chinese	Eastern Han Chinese	ʒ́(h)aś	30	0336	0336 c	
5092	噬	shì	Middle_Chinese	Middle Chinese	ʒ́èj	30	0336	0336 c	
5093	饗	xiǎng	Old_Chinese	Classical Old Chinese	háŋ	184	0714	0714 j	
5094	饗	xiǎng	Late_Han_Chinese	Eastern Han Chinese	háŋ	184	0714	0714 j	
5095	饗	xiǎng	Middle_Chinese	Middle Chinese	xáŋ	184	0714	0714 j	
5096	剡	yǎn	Old_Chinese	Classical Old Chinese	lám	18	0617	0617 d-e	
5097	剡	yǎn	Late_Han_Chinese	Eastern Han Chinese	źám	18	0617	0617 d-e	
5098	剡	yǎn	Middle_Chinese	Middle Chinese	jém	18	0617	0617 d-e	
5099	早	zǎo	Old_Chinese	Classical Old Chinese	cū́	72	1049	1049 a	
5100	早	zǎo	Late_Han_Chinese	Eastern Han Chinese	cǝ̄́w	72	1049	1049 a	
5101	早	zǎo	Middle_Chinese	Middle Chinese	cấw	72	1049	1049 a	
5102	伯	bó	Old_Chinese	Classical Old Chinese	prāk	9	0782	0782 i	
5103	伯	bó	Late_Han_Chinese	Eastern Han Chinese	prāk	9	0782	0782 i	
5104	伯	bó	Middle_Chinese	Middle Chinese	pạ̣̈ik	9	0782	0782 i	
5105	三	sān	Old_Chinese	Classical Old Chinese	sǝ̄m	1	0648	0648 a-c	
5106	三	sān	Late_Han_Chinese	Eastern Han Chinese	sǝ̄m	1	0648	0648 a-c	
5107	三	sān	Middle_Chinese	Middle Chinese	sâm	1	0648	0648 a-c	
5108	沐	mù	Old_Chinese	Classical Old Chinese	m(h)ōk	85	1212	1212 e	
5109	沐	mù	Late_Han_Chinese	Eastern Han Chinese	m(h)ōk	85	1212	1212 e	
5110	沐	mù	Middle_Chinese	Middle Chinese	muk	85	1212	1212 e	
5111	擗	pì	Old_Chinese	Classical Old Chinese	bek	0	0853	0853 j	
5112	擗	pì	Late_Han_Chinese	Eastern Han Chinese	bjek	0	0853	0853 j	
5113	擗	pì	Middle_Chinese	Middle Chinese	bjek	0	0853	0853 j	
5114	綅	qīn	Old_Chinese	Classical Old Chinese	shim	0	0661	0661 e	
5115	綅	qīn	Late_Han_Chinese	Eastern Han Chinese	shjǝm	0	0661	0661 e	
5116	綅	qīn	Middle_Chinese	Middle Chinese	chjim	0	0661	0661 e	
5117	筐	kuāng	Old_Chinese	Classical Old Chinese	khwaŋ	118	0739	0739 v	
5118	筐	kuāng	Late_Han_Chinese	Eastern Han Chinese	khwaŋ	118	0739	0739 v	
5119	筐	kuāng	Middle_Chinese	Middle Chinese	khwaŋ	118	0739	0739 v	
5120	狗	gǒu	Old_Chinese	Classical Old Chinese	kṓ	94	0108	0108 d	
5121	狗	gǒu	Late_Han_Chinese	Eastern Han Chinese	kwā́	94	0108	0108 d	
5122	狗	gǒu	Middle_Chinese	Middle Chinese	kʌ́w	94	0108	0108 d	
5123	虐	nüè	Old_Chinese	Classical Old Chinese	ŋhauk	141	1118	1118 a-b	
5124	虐	nüè	Late_Han_Chinese	Eastern Han Chinese	ŋhauk	141	1118	1118 a-b	
5125	虐	nüè	Middle_Chinese	Middle Chinese	ŋak	141	1118	1118 a-b	
5126	舟	zhōu	Old_Chinese	Classical Old Chinese	tu	137	1084	1084 a-e	
5127	舟	zhōu	Late_Han_Chinese	Eastern Han Chinese	ćǝw	137	1084	1084 a-e	
5128	舟	zhōu	Middle_Chinese	Middle Chinese	ćǝw	137	1084	1084 a-e	
5129	違	wéi	Old_Chinese	Classical Old Chinese	wǝj	162	0571	0571 d-e	
5130	違	wéi	Late_Han_Chinese	Eastern Han Chinese	wǝj	162	0571	0571 d-e	
5131	違	wéi	Middle_Chinese	Middle Chinese	wɨj	162	0571	0571 d-e	
5132	闥	tà	Old_Chinese	Classical Old Chinese	thāt	0	0271	0271 e	
5133	闥	tà	Late_Han_Chinese	Eastern Han Chinese	thāt	0	0271	0271 e	
5134	闥	tà	Middle_Chinese	Middle Chinese	thât	0	0271	0271 e	
5135	座	zuò	Old_Chinese	Classical Old Chinese	ʒ(h)wājh	53			
5136	座	zuò	Late_Han_Chinese	Eastern Han Chinese	ʒ(h)wǟh	53			
5137	座	zuò	Middle_Chinese	Middle Chinese	ʒwầ	53			
5138	歲	suì	Old_Chinese	Classical Old Chinese	sw̥ać	77	0346	0346 a-e	
5139	歲	suì	Late_Han_Chinese	Eastern Han Chinese	sjwaś	77	0346	0346 a-e	
5140	歲	suì	Middle_Chinese	Middle Chinese	sjwèj	77	0346	0346 a-e	
5141	鯉	lǐ	Old_Chinese	Classical Old Chinese	rǝ́	195	0978	0978 j-k	
5142	鯉	lǐ	Late_Han_Chinese	Eastern Han Chinese	rǝ́	195	0978	0978 j-k	
5143	鯉	lǐ	Middle_Chinese	Middle Chinese	lɨ́	195	0978	0978 j-k	
5144	堵	dǔ	Old_Chinese	Classical Old Chinese	tā́	32	0045	0045 |y-a ́	
5145	堵	dǔ	Late_Han_Chinese	Eastern Han Chinese	tā́	32	0045	0045 |y-a ́	
5146	堵	dǔ	Middle_Chinese	Middle Chinese	tó	32	0045	0045 |y-a ́	
5147	戊	wù mòu	Old_Chinese	Classical Old Chinese	mūh	62	1231	1231 a	
5148	戊	wù mòu	Late_Han_Chinese	Eastern Han Chinese	mǝ̄wh	62	1231	1231 a	
5149	戊	wù mòu	Middle_Chinese	Middle Chinese	mʌ̀w	62	1231	1231 a	
5150	熸	jiān	Old_Chinese	Classical Old Chinese	cam	0	0660	0660 m	
5151	熸	jiān	Late_Han_Chinese	Eastern Han Chinese	cjam	0	0660	0660 m	
5152	熸	jiān	Middle_Chinese	Middle Chinese	cjem	0	0660	0660 m	
5153	芃	péng	Old_Chinese	Classical Old Chinese	bhǝ̄m	140	0625	0625 g	
5154	芃	péng	Late_Han_Chinese	Eastern Han Chinese	bhǝ̄m	140	0625	0625 g	
5155	芃	péng	Middle_Chinese	Middle Chinese	buŋ	140	0625	0625 g	
5156	汁	zhī	Old_Chinese	Classical Old Chinese	kip	85	0686	0686 f	
5157	汁	zhī	Late_Han_Chinese	Eastern Han Chinese	kjǝp	85	0686	0686 f	
5158	汁	zhī	Middle_Chinese	Middle Chinese	ćip	85	0686	0686 f	
5159	慎	shèn	Old_Chinese	Classical Old Chinese	d(h)inh	61	0375	0375 i	
5160	慎	shèn	Late_Han_Chinese	Eastern Han Chinese	ʒ́(h)ǝnh	61	0375	0375 i	
5161	慎	shèn	Middle_Chinese	Middle Chinese	ʒ́ìn	61	0375	0375 i	
5162	隹	zhuī	Old_Chinese	Classical Old Chinese	twǝj	172	0575	0575 a-d	
5163	隹	zhuī	Late_Han_Chinese	Eastern Han Chinese	ćwǝj	172	0575	0575 a-d	
5164	隹	zhuī	Middle_Chinese	Middle Chinese	ćwi	172	0575	0575 a-d	
5165	罝	jū	Old_Chinese	Classical Old Chinese	cia	122	0046	0046 h	
5166	罝	jū	Late_Han_Chinese	Eastern Han Chinese	cjä	122	0046	0046 h	
5167	罝	jū	Middle_Chinese	Middle Chinese	cja	122	0046	0046 h	
5168	莠	yǒu	Old_Chinese	Classical Old Chinese	lú	140	1095	1095 d	
5169	莠	yǒu	Late_Han_Chinese	Eastern Han Chinese	źǝ́w	140	1095	1095 d	
5170	莠	yǒu	Middle_Chinese	Middle Chinese	jǝ́w	140	1095	1095 d	
5171	旻	mín	Old_Chinese	Classical Old Chinese	m(h)rǝn	72	0475	0475 n	
5172	旻	mín	Late_Han_Chinese	Eastern Han Chinese	m(h)rǝn	72	0475	0475 n	
5173	旻	mín	Middle_Chinese	Middle Chinese	min	72	0475	0475 n	
5174	奪	duó	Old_Chinese	Classical Old Chinese	l(h)wāt	37	0274	0274 a	
5175	奪	duó	Late_Han_Chinese	Eastern Han Chinese	l(h)wāt	37	0274	0274 a	
5176	奪	duó	Middle_Chinese	Middle Chinese	dwât	37	0274	0274 a	
5177	爛	làn	Old_Chinese	Classical Old Chinese	rānh	86	0185	0185 l-m	
5178	爛	làn	Late_Han_Chinese	Eastern Han Chinese	rānh	86	0185	0185 l-m	
5179	爛	làn	Middle_Chinese	Middle Chinese	lần	86	0185	0185 l-m	
5180	僾	ài	Old_Chinese	Classical Old Chinese	ʔǝ̄jh	0	0508	0508 d	
5181	僾	ài	Late_Han_Chinese	Eastern Han Chinese	ʔǝ̄ś	0	0508	0508 d	
5182	僾	ài	Middle_Chinese	Middle Chinese	ʔʌ̀j	0	0508	0508 d	
5183	魁	kuí	Old_Chinese	Classical Old Chinese	khwǝ̄j	194	0569	0569 f	
5184	魁	kuí	Late_Han_Chinese	Eastern Han Chinese	khwǝ̄j	194	0569	0569 f	
5185	魁	kuí	Middle_Chinese	Middle Chinese	khoj	194	0569	0569 f	
5186	形	xíng	Old_Chinese	Classical Old Chinese	g(h)ēŋ	59	0808	0808 d	
5187	形	xíng	Late_Han_Chinese	Eastern Han Chinese	giēŋ (~ ɣ-)	59	0808	0808 d	
5188	形	xíng	Middle_Chinese	Middle Chinese	ɣieŋ	59	0808	0808 d	
5189	側	cè	Old_Chinese	Classical Old Chinese	crǝk	9	0906	0906 c-d	
5190	側	cè	Late_Han_Chinese	Eastern Han Chinese	c̣ǝk	9	0906	0906 c-d	
5191	側	cè	Middle_Chinese	Middle Chinese	c̣ɨk	9	0906	0906 c-d	
5192	手	shǒu	Old_Chinese	Classical Old Chinese	ƛhú	64	1101	1101 a-b	
5193	手	shǒu	Late_Han_Chinese	Eastern Han Chinese	shǝ́w	64	1101	1101 a-b	
5194	手	shǒu	Middle_Chinese	Middle Chinese	śǝ́w	64	1101	1101 a-b	
5195	膊	po	Old_Chinese	Classical Old Chinese	phāk	0	0771	0771 l	
5196	膊	po	Late_Han_Chinese	Eastern Han Chinese	phāk	0	0771	0771 l	
5197	膊	po	Middle_Chinese	Middle Chinese	phâk	0	0771	0771 l	
5198	蠆	chài	Old_Chinese	Classical Old Chinese	r̥āć	142	0326	0326 a	
5199	蠆	chài	Late_Han_Chinese	Eastern Han Chinese	r̥āś	142	0326	0326 a	
5200	蠆	chài	Middle_Chinese	Middle Chinese	ṭhạ̀j	142	0326	0326 a	
5201	戈	gē	Old_Chinese	Classical Old Chinese	kwāj	62			
5202	戈	gē	Late_Han_Chinese	Eastern Han Chinese	kwǟ	62			
5203	戈	gē	Middle_Chinese	Middle Chinese	kwâ	62			
5204	殼	qiào què	Old_Chinese	Classical Old Chinese	khrōk	79	1226	1226 d-f	
5205	殼	qiào què	Late_Han_Chinese	Eastern Han Chinese	khrōk	79	1226	1226 d-f	
5206	殼	qiào què	Middle_Chinese	Middle Chinese	khạuk	79	1226	1226 d-f	
5207	冓	gòu	Old_Chinese	Classical Old Chinese	kōh	13	0109	0109 a-d	
5208	冓	gòu	Late_Han_Chinese	Eastern Han Chinese	kwāh	13	0109	0109 a-d	
5209	冓	gòu	Middle_Chinese	Middle Chinese	kʌ̀w	13	0109	0109 a-d	
5210	櫛	jié	Old_Chinese	Classical Old Chinese	crit	75	0399	0399 g	
5211	櫛	jié	Late_Han_Chinese	Eastern Han Chinese	c̣ǝt	75	0399	0399 g	
5212	櫛	jié	Middle_Chinese	Middle Chinese	c̣it	75	0399	0399 g	
5213	忙	máng	Old_Chinese	Classical Old Chinese	māŋ	61	0742	0742 o	
5214	忙	máng	Late_Han_Chinese	Eastern Han Chinese	māŋ	61	0742	0742 o	
5215	忙	máng	Middle_Chinese	Middle Chinese	mâŋ	61	0742	0742 o	
5216	吾	wú	Old_Chinese	Classical Old Chinese	ŋhā	30	0058	0058 f-i	
5217	吾	wú	Late_Han_Chinese	Eastern Han Chinese	ŋhā	30	0058	0058 f-i	
5218	吾	wú	Middle_Chinese	Middle Chinese	ŋo	30	0058	0058 f-i	
5219	爭	zhēng	Old_Chinese	Classical Old Chinese	crēŋ	87	0811	0811 a-b	
5220	爭	zhēng	Late_Han_Chinese	Eastern Han Chinese	c̣iēŋ	87	0811	0811 a-b	
5221	爭	zhēng	Middle_Chinese	Middle Chinese	c̣ạiŋ	87	0811	0811 a-b	
5222	祼	guàn	Old_Chinese	Classical Old Chinese	kwānh	113	0351	0351 m	
5223	祼	guàn	Late_Han_Chinese	Eastern Han Chinese	kwānh	113	0351	0351 m	
5224	祼	guàn	Middle_Chinese	Middle Chinese	kwần	113	0351	0351 m	
5225	荊	jīng	Old_Chinese	Classical Old Chinese	kreŋ	140	0808	0808 i-j	
5226	荊	jīng	Late_Han_Chinese	Eastern Han Chinese	kreŋ	140	0808	0808 i-j	
5227	荊	jīng	Middle_Chinese	Middle Chinese	käiŋ	140	0808	0808 i-j	
5228	尹	yǐn	Old_Chinese	Classical Old Chinese	wín	44			
5229	尹	yǐn	Late_Han_Chinese	Eastern Han Chinese	źwǝ́n	44			
5230	尹	yǐn	Middle_Chinese	Middle Chinese	jwín	44			
5231	龍	lóng	Old_Chinese	Classical Old Chinese	roŋ	212	1193	1193 a-e	
