ID	DOCULECT	CONCEPT	VALUE	SEGMENTS	STRUCTURE	BENZI	CHARACTERS	COGNATE_SET	COGNATE_SETS
10136	Wulumuqi	two miles	liɑŋ⁵¹⁻⁵³li⁵¹	l i ɑ ŋ ⁵¹/⁵³ + l i ⁵¹	i m n c t + i n t	两里	两里	2899	0
10137	Wulumuqi	two miles	ɚ²¹³⁻¹³li⁵¹	ə r ²¹³/¹³ + l i ⁵¹	n r t + i n t	二里	二里	2900	0
10138	Shanghai	two pairs	ȵi¹³⁻²²liã¹³⁻⁴⁴	ɲ i ¹³/²² + l i ã ∼ ¹³/⁴⁴	i n t + i m n c t	二两	二两	2906	0
10139	Suzhou	two pairs	ȵi³¹⁻¹³liã⁵¹⁻³³	ɲ i ³¹/¹³ + l i ã ∼ ⁵¹/³³	i n t + i m n c t	二两	二两	2906	0
10140	Hangzhou	two pairs	əl⁴⁴⁵liɑŋ⁵³⁻³¹	ə l ⁴⁴⁵ + l i ɑ ŋ ⁵³/³¹	n r t + i m n c t	二两	二两	2906	0
10141	Wenzhou	two pairs	liɛ³⁵li³⁵	l i ɛ ³⁵ + l i ³⁵	i m n t + i n t	两两	两两	2907	0
10142	Guangzhou	two pairs	ji²²lœŋ³⁵	j i ²² + l œ ŋ ³⁵	i n t + i n c t	二两	二两	2906	0
10143	Nanning	two pairs	ji²²lœŋ³⁵	j i ²² + l œ ŋ ³⁵	i n t + i n c t	二两	二两	2906	0
10144	Xianggang	two pairs	ji²²lœŋ³⁵	j i ²² + l œ ŋ ³⁵	i n t + i n c t	二两	二两	2906	0
10145	Xiamen	two pairs	nŋ̍²²⁻²¹nŋ̍²²	n ŋ̍ ∼ ²²/²¹ + n ŋ̍ ∼ ²²	i m c t + i m c t	两里	两里	2899	0
10146	Fuzhou	two pairs	laŋ²⁴²⁻⁵³luoŋ³²	l a ŋ ²⁴²/⁵³ + l u o ŋ ³²	i n c t + i m n c t	两两	两两	2907	0
10147	Jian'ou	two pairs	ni⁴⁴liɔŋ²¹	n i ⁴⁴ + l i ɔ ŋ ²¹	i n t + i m n c t	二两	二两	2906	0
10148	Shantou	two pairs	nõ³⁵⁻³¹niõ⁵³	n õ ∼ ³⁵/³¹ + n i õ ∼ ⁵³	i n c t + i m n c t	两两	两两	2907	0
10149	Haikou	two pairs	no³³lio²¹³	n o ³³ + l i o ²¹³	i n t + i m n t	两两	两两	2907	0
10150	Taibei	two pairs	lŋ̍³³⁻¹¹liũ⁵³	l ŋ̍ ∼ ³³/¹¹ + l i ũ ∼ ⁵³	i m c t + i m n c t	两两	两两	2907	0
10151	Meixian	two pairs	lioŋ³¹lioŋ⁴⁴	l i o ŋ ³¹ + l i o ŋ ⁴⁴	i m n c t + i m n c t	两两	两两	2907	0
10152	Taoyuan	two pairs	lioŋ³¹lioŋ²⁴	l i o ŋ ³¹ + l i o ŋ ²⁴	i m n c t + i m n c t	两两	两两	2907	0
10153	Nanchang	two pairs	ɵ²¹liɔŋ²¹³	ɵ ²¹ + l i ɔ ŋ ²¹³	n t + i m n c t	二两	二两	2906	0
10154	Changsha	two pairs	ə¹¹lian⁴¹	ə ¹¹ + l i a n ⁴¹	n t + i m n c t	二两	二两	2906	0
10155	Xiangtan	two pairs	e²¹nian⁴²	e ²¹ + n i a n ⁴²	n t + i m n c t	二两	二两	2906	0
10156	Shexian	two pairs	ɛ²²lia³⁵	ɛ ²² + l i a ³⁵	n t + i m n t	二两	二两	2906	0
10157	Tunxi	two pairs	n̩¹¹liau²⁴	n n̩ ∼ ¹¹ + l i a u ²⁴	i n c t + i m n N t	二两	二两	2906	0
10158	Taiyuan	two pairs	ər⁴⁵liɒ̃⁵³	ə r ⁴⁵ + l i ɒ̃ ∼ ⁵³	n r t + i m n c t	二两	二两	2906	0
10159	Pingyao	two pairs	ər³⁵liɑ⁵³	ə r ³⁵ + l i ɑ ⁵³	n r t + i m n t	二两	二两	2906	0
10160	Huhehaote	two pairs	ar⁵⁵liɑ̃⁵³	a r ⁵⁵ + l i ɑ̃ ∼ ⁵³	n r t + i m n c t	二两	二两	2906	0
10161	Beijing	two pairs	ər⁵¹liɑŋ²¹⁴	ə r ⁵¹ + l i ɑ ŋ ²¹⁴	n r t + i m n c t	二两	二两	2906	0
10162	Tianjin	two pairs	ər⁵³liɑŋ¹³	ə r ⁵³ + l i ɑ ŋ ¹³	n r t + i m n c t	二两	二两	2906	0
10163	Jinan	two pairs	ər²¹⁻⁵⁴⁴liaŋ	ə r ²¹/⁵⁴⁴ + l i a ŋ ⁰	n r t + i m n c t	二两	二两	2906	0
10164	Qingdao	two pairs	ɭə⁴²⁻⁵⁵liaŋ	ɭ ə ⁴²/⁵⁵ + l i a ŋ ⁰	i n t + i m n c t	二两	二两	2906	0
10165	Qingdao	two pairs	ər⁴²⁻⁵⁵liaŋ	ə r ⁴²/⁵⁵ + l i a ŋ ⁰	n r t + i m n c t	二两	二两	2906	0
10166	Nanjing	two pairs	ər⁴⁴liaŋ²¹²	ə r ⁴⁴ + l i a ŋ ²¹²	n r t + i m n c t	二两	二两	2906	0
10167	Hefei	two pairs	a⁵³liɑ̃²⁴	a ⁵³ + l i ɑ̃ ∼ ²⁴	n t + i m n c t	二两	二两	2906	0
10168	Zhengzhou	two pairs	ʅ³¹²⁻³¹liaŋ⁵³	ʅ ³¹²/³¹ + l i a ŋ ⁵³	n t + i m n c t	二两	二两	2906	0
10169	Wuhan	two pairs	ɯ³⁵niaŋ⁴²	ɯ ³⁵ + n i a ŋ ⁴²	n t + i m n c t	二两	二两	2906	0
10170	Chengdu	two pairs	ər¹³niaŋ⁵³	ə r ¹³ + n i a ŋ ⁵³	n r t + i m n c t	二两	二两	2906	0
10171	Guiyang	two pairs	ɚ²¹³liaŋ⁴²	ə r ²¹³ + l i a ŋ ⁴²	n r t + i m n c t	二两	二两	2906	0
10172	Kunming	two pairs	ə²¹²liᴀ̃⁵³	ə ²¹² + l i ᴀ̃ ∼ ⁵³	n t + i m n N t	二两	二两	2906	0
10173	Haerbin	two pairs	ɚ⁵³liaŋ²¹³	ə r ⁵³ + l i a ŋ ²¹³	n r t + i m n c t	二两	二两	2906	0
10174	Xi'an	two pairs	ər⁴⁴liaŋ	ə r ⁴⁴ + l i a ŋ ⁰	n r t + i m n c t	二两	二两	2906	0
10175	Yinchuan	two pairs	ər¹³liɑŋ⁵³	ə r ¹³ + l i ɑ ŋ ⁵³	n r t + i m n c t	二两	二两	2906	0
10176	Lanzhou	two pairs	ɯ¹³⁻¹¹liɑ̃⁴⁴²	ɯ ¹³/¹¹ + l i ɑ̃ ∼ ⁴⁴²	n t + i m n c t	二两	二两	2906	0
10177	Xining	two pairs	ɛ²¹³⁻²¹liɔ̃⁵³	ɛ ²¹³/²¹ + l i ɔ̃ ∼ ⁵³	n t + i m n c t	二两	二两	2906	0
10178	Wulumuqi	two pairs	ɚ²¹³⁻¹³liɑŋ⁵¹	ə r ²¹³/¹³ + l i ɑ ŋ ⁵¹	n r t + i m n c t	二两	二两	2906	0
3754	Shanghai	uncle (father's younger brother)	ɦia¹³⁻²²soʔ⁵⁻⁴	ɦ i a ¹³/²² + s o ʔ ⁵/⁴	i m n t + i n c t	爷叔	爷叔	1083	0
3755	Shanghai	uncle (father's younger brother)	soʔ⁵⁻³soʔ⁵⁻⁴	s o ʔ ⁵/³ + s o ʔ ⁵/⁴	i n c t + i n c t	叔叔	叔叔	1084	0
3756	Suzhou	uncle (father's younger brother)	aʔ⁵soʔ⁵	a ʔ ⁵ + s o ʔ ⁵	n c t + i n c t	阿叔	阿叔	958	0
3757	Hangzhou	uncle (father's younger brother)	ɕiɔ⁵³pɑʔ⁵pɑʔ⁵	ɕ i ɔ ⁵³ + p ɑ ʔ ⁵ + p ɑ ʔ ⁵	i m n t + i n c t + i n c t	小伯伯	小伯伯	1085	0
3758	Wenzhou	uncle (father's younger brother)	a³³⁻¹²ɕɤu²¹³	a ³³/¹² + ɕ ɤ u ²¹³	n t + i n N t	阿叔	阿叔	958	0
3759	Wenzhou	uncle (father's younger brother)	da²²da²²⁻⁴²	d a ²² + d a ²²/⁴²	i n t + i n t	大大	大大	980	0
3760	Wenzhou	uncle (father's younger brother)	a³³⁻¹²da²²	a ³³/¹² + d a ²²	n t + i n t	阿大	阿大	956	0
3761	Guangzhou	uncle (father's younger brother)	a³³sok⁵	a ³³ + s o k ⁵	n t + i n c t	阿叔	阿叔	958	0
3762	Nanning	uncle (father's younger brother)	a³³suk⁵⁵	a ³³ + s u k ⁵⁵	n t + i n c t	阿叔	阿叔	958	0
3763	Xianggang	uncle (father's younger brother)	a³³suk⁵	a ³³ + s u k ⁵	n t + i n c t	阿叔	阿叔	958	0
3764	Xiamen	uncle (father's younger brother)	a⁵⁵⁻²²ʦik³²	a ⁵⁵/²² + ts i k ³²	n t + i n c t	阿叔	阿叔	958	0
3765	Fuzhou	uncle (father's younger brother)	ka⁴⁴⁻⁵³ʒøyʔ²⁴	k a ⁴⁴/⁵³ + ʒ ø y ʔ ²⁴	i n t + i n N c t	家叔	家叔	1086	0
3766	Fuzhou	uncle (father's younger brother)	i⁴⁴⁻⁵³ʦøyʔ²⁴	i ⁴⁴/⁵³ + ts ø y ʔ ²⁴	n t + i n N c t	依叔	依叔	1087	0
3767	Fuzhou	uncle (father's younger brother)	ka⁴⁴ka⁴⁴	k a ⁴⁴ + k a ⁴⁴	i n t + i n t	家家	家家	1088	0
3768	Fuzhou	uncle (father's younger brother)	i⁴⁴ka⁴⁴	i ⁴⁴ + k a ⁴⁴	n t + i n t	依家	依家	1089	0
3769	Jian'ou	uncle (father's younger brother)	sy²¹sy²⁴	s y ²¹ + s y ²⁴	i n t + i n t	叔叔	叔叔	1084	0
3770	Shantou	uncle (father's younger brother)	a³³ʦek²	a ³³ + ts e k ²	n t + i n c t	阿叔	阿叔	958	0
3771	Haikou	uncle (father's younger brother)	ʦip⁵ʔdɛ²³	ts i p ⁵ + ʔd ɛ ²³	i n c t + i n t	叔爹	叔爹	1090	0
3772	Taibei	uncle (father's younger brother)	a⁴⁴⁻³³ʦik³²	a ⁴⁴/³³ + ts i k ³²	n t + i n c t	阿叔	阿叔	958	0
3773	Meixian	uncle (father's younger brother)	a⁴⁴⁻³⁵suk¹	a ⁴⁴/³⁵ + s u k ¹	n t + i n c t	阿叔	阿叔	958	0
3774	Taoyuan	uncle (father's younger brother)	ɑ²⁴ʃuk²²	ɑ ²⁴ + ʃ u k ²²	n t + i n c t	阿叔	阿叔	958	0
3775	Nanchang	uncle (father's younger brother)	suʔ⁵	s u ʔ ⁵	i n c t	叔	叔	1091	0
3776	Nanchang	uncle (father's younger brother)	suʔ⁵suʔ⁰²	s u ʔ ⁵ + s u ʔ ⁰²	i n c t + i n c t	叔叔	叔叔	1084	0
3777	Changsha	uncle (father's younger brother)	ʂəu²⁴ʂəu	ʂ ə u ²⁴ + ʂ ə u ⁰	i n N t + i n N t	叔叔	叔叔	1084	0
3778	Changsha	uncle (father's younger brother)	man⁴¹man	m a n ⁴¹ + m a n ⁰	i n c t + i n c t	满满	满满	1092	0
3779	Xiangtan	uncle (father's younger brother)	man⁴²man⁵⁵	m a n ⁴² + m a n ⁵⁵	i n c t + i n c t	满满	满满	1092	0
3780	Xiangtan	uncle (father's younger brother)	ʂəɯ²⁴ʂəɯ⁵⁵	ʂ ə ɯ ²⁴ + ʂ ə ɯ ⁵⁵	i n N t + i n N t	叔叔	叔叔	1084	0
3781	Shexian	uncle (father's younger brother)	su²¹ie⁴⁴	s u ²¹ + i e ⁴⁴	i n t + m n t	叔爷	叔爷	1093	0
3782	Tunxi	uncle (father's younger brother)	ɕiu⁵ia⁴⁴	ɕ i u ⁵ + i a ⁴⁴	i m n t + m n t	叔爷	叔爷	1093	0
3783	Taiyuan	uncle (father's younger brother)	suəʔ²suəʔ²	s u ə ʔ ² + s u ə ʔ ²	i m n c t + i m n c t	叔叔	叔叔	1084	0
3784	Pingyao	uncle (father's younger brother)	lɔ⁵³lɔ⁵³⁻¹³	l ɔ ⁵³ + l ɔ ⁵³/¹³	i n t + i n t	老老	老老	1094	0
3785	Huhehaote	uncle (father's younger brother)	suəʔ⁴³suəʔ⁴³⁻²¹	s u ə ʔ ⁴³ + s u ə ʔ ⁴³/²¹	i m n c t + i m n c t	叔叔	叔叔	1084	0
3786	Huhehaote	uncle (father's younger brother)	ta³¹	t a ³¹	i n t	大	大	975	0
3787	Beijing	uncle (father's younger brother)	ʂur⁵⁵	ʂ u r ⁵⁵	i n r t	叔+儿	叔	1091	0
3788	Tianjin	uncle (father's younger brother)	pai²¹pai¹	p a i ²¹ + p a i ¹	i n N t + i n N t	伯伯	伯伯	981	0
3789	Tianjin	uncle (father's younger brother)	pai²¹	p a i ²¹	i n N t	伯	伯	1056	0
3790	Jinan	uncle (father's younger brother)	ʂu²¹³⁻²¹ʂu	ʂ u ²¹³/²¹ + ʂ u ⁰	i n t + i n t	叔叔	叔叔	1084	0
3791	Jinan	uncle (father's younger brother)	ʂu²¹³	ʂ u ²¹³	i n t	叔	叔	1091	0
3792	Jinan	uncle (father's younger brother)	ɕiɔ⁵⁵pa²¹⁻⁵⁴⁴pa	ɕ i ɔ ⁵⁵ + p a ²¹/⁵⁴⁴ + p a ⁰	i m n t + i n t + i n t	小爸爸	小爸爸	1095	0
3793	Qingdao	uncle (father's younger brother)	ʃu⁵⁵⁻⁴⁵ʃu	ʃ u ⁵⁵/⁴⁵ + ʃ u ⁰	i n t + i n t	叔叔	叔叔	1084	0
3794	Nanjing	uncle (father's younger brother)	ʂuʔ⁵ʂu	ʂ u ʔ ⁵ + ʂ u ⁰	i n c t + i n t	叔叔	叔叔	1084	0
3795	Nanjing	uncle (father's younger brother)	ɑʔ⁵⁻³uʔ⁵	ɑ ʔ ⁵/³ + u ʔ ⁵	n c t + n c t	阿屋	阿屋	1096	0
3796	Hefei	uncle (father's younger brother)	i⁵⁵	i ⁵⁵	n t	爷	爷	952	0
3797	Zhengzhou	uncle (father's younger brother)	ʂu⁵³	ʂ u ⁵³	i n t	叔	叔	1091	0
3798	Wuhan	uncle (father's younger brother)	səu²¹³⁻²¹səu	s ə u ²¹³/²¹ + s ə u ⁰	i n N t + i n N t	叔叔	叔叔	1084	0
3799	Wuhan	uncle (father's younger brother)	səu²¹³⁻²¹fu	s ə u ²¹³/²¹ + f u ⁰	i n N t + i n t	叔父	叔父	1097	0
3800	Chengdu	uncle (father's younger brother)	pər³¹	p ə r ³¹	i n r t	伯+儿	伯	1056	0
3801	Chengdu	uncle (father's younger brother)	iau⁵⁵pər³¹	i a u ⁵⁵ + p ə r ³¹	m n N t + i n r t	幺伯+儿	幺伯	1098	0
3802	Guiyang	uncle (father's younger brother)	su²¹su⁵⁵	s u ²¹ + s u ⁵⁵	i n t + i n t	叔叔	叔叔	1084	0
3803	Guiyang	uncle (father's younger brother)	su²¹tiɛ⁵⁵	s u ²¹ + t i ɛ ⁵⁵	i n t + i m n t	叔爹	叔爹	1090	0
3804	Kunming	uncle (father's younger brother)	iɛ⁴⁴iɛ⁴⁴	i ɛ ⁴⁴ + i ɛ ⁴⁴	m n t + m n t	耶耶	耶耶	1099	0
3805	Haerbin	uncle (father's younger brother)	ʂu²⁴	ʂ u ²⁴	i n t	叔	叔	1091	0
3806	Haerbin	uncle (father's younger brother)	ʂu²⁴ʂu	ʂ u ²⁴ + ʂ u ⁰	i n t + i n t	叔叔	叔叔	1084	0
3807	Xi'an	uncle (father's younger brother)	pa⁴⁴	p a ⁴⁴	i n t	爸	爸	967	0
3808	Yinchuan	uncle (father's younger brother)	ər¹³tie⁴⁴	ə r ¹³ + t i e ⁴⁴	n r t + i m n t	二爹	二爹	1100	0
3809	Yinchuan	uncle (father's younger brother)	ʂu¹³⁻¹¹lə⁰ʦɿ	ʂ u ¹³/¹¹ + l ə ⁰ + ts ɿ ⁰	i n t + i n t + i n t	叔老子	叔老子	1060	0
3810	Yinchuan	uncle (father's younger brother)	lɔ⁵³⁻³⁵pa¹³⁻¹¹pə⁰	l ɔ ⁵³/³⁵ + p a ¹³/¹¹ + p ə ⁰	i n t + i n t + i n t	老爸爸	老爸爸	1101	0
3811	Yinchuan	uncle (father's younger brother)	ʂu¹³	ʂ u ¹³	i n t	叔	叔	1091	0
3812	Yinchuan	uncle (father's younger brother)	pa¹³⁻¹¹pə⁰	p a ¹³/¹¹ + p ə ⁰	i n t + i n t	爸爸	爸爸	954	0
3813	Lanzhou	uncle (father's younger brother)	pa⁵³pa¹³	p a ⁵³ + p a ¹³	i n t + i n t	爸爸	爸爸	954	0
3814	Xining	uncle (father's younger brother)	pa²¹³⁻²¹pa²¹³	p a ²¹³/²¹ + p a ²¹³	i n t + i n t	爸爸	爸爸	954	0
3815	Wulumuqi	uncle (father's younger brother)	fu⁴⁴fu	f u ⁴⁴ + f u ⁰	i n t + i n t	叔叔	叔叔	1084	0
3816	Wulumuqi	uncle (father's younger brother)	pa⁵¹⁻⁴⁴ba	p a ⁵¹/⁴⁴ + b a ⁰	i n t + i n t	爸爸	爸爸	954	0
3644	Shanghai	uncle (fathers's elder brother)	paʔ⁵⁻³paʔ⁵⁻⁴	p a ʔ ⁵/³ + p a ʔ ⁵/⁴	i n c t + i n c t	伯伯	伯伯	981	0
3645	Shanghai	uncle (fathers's elder brother)	paʔ⁵⁻³vu¹³⁻⁴⁴	p a ʔ ⁵/³ + v u ¹³/⁴⁴	i n c t + i n t	伯父	伯父	1048	0
3646	Suzhou	uncle (fathers's elder brother)	læ³¹pɑʔ⁵pɑʔ⁵	l æ ³¹ + p ɑ ʔ ⁵ + p ɑ ʔ ⁵	i n t + i n c t + i n c t	老伯伯	老伯伯	1049	0
3647	Hangzhou	uncle (fathers's elder brother)	pɑʔ⁵pɑʔ⁵	p ɑ ʔ ⁵ + p ɑ ʔ ⁵	i n c t + i n c t	伯伯	伯伯	981	0
3648	Wenzhou	uncle (fathers's elder brother)	pa²¹³⁻²¹pa²¹³⁻¹³	p a ²¹³/²¹ + p a ²¹³/¹³	i n t + i n t	伯伯	伯伯	981	0
3649	Wenzhou	uncle (fathers's elder brother)	da²²pa³³	d a ²² + p a ³³	i n t + i n t	大爸	大爸	1050	0
3650	Guangzhou	uncle (fathers's elder brother)	pak³fu²²	p a k ³ + f u ²²	i n c t + i n t	伯父	伯父	1048	0
3651	Guangzhou	uncle (fathers's elder brother)	a³³pak³	a ³³ + p a k ³	n t + i n c t	阿伯	阿伯	951	0
3652	Nanning	uncle (fathers's elder brother)	tai²²pak³³	t a i ²² + p a k ³³	i n N t + i n c t	大伯	大伯	1051	0
3653	Nanning	uncle (fathers's elder brother)	a³³pak³³	a ³³ + p a k ³³	n t + i n c t	阿伯	阿伯	951	0
3654	Nanning	uncle (fathers's elder brother)	pak³³jɛ²¹	p a k ³³ + j ɛ ²¹	i n c t + i n t	伯爷	伯爷	1052	0
3655	Xianggang	uncle (fathers's elder brother)	pak³fu²²	p a k ³ + f u ²²	i n c t + i n t	伯父	伯父	1048	0
3656	Xianggang	uncle (fathers's elder brother)	a³³pak³	a ³³ + p a k ³	n t + i n c t	阿伯	阿伯	951	0
3657	Xiamen	uncle (fathers's elder brother)	a⁵⁵⁻²²peʔ³²	a ⁵⁵/²² + p e ʔ ³²	n t + i n c t	阿伯	阿伯	951	0
3658	Fuzhou	uncle (fathers's elder brother)	i⁴⁴⁻⁵³pɑʔ²⁴	i ⁴⁴/⁵³ + p ɑ ʔ ²⁴	n t + i n c t	依伯	依伯	1053	0
3659	Jian'ou	uncle (fathers's elder brother)	pa²¹pa²⁴	p a ²¹ + p a ²⁴	i n t + i n t	伯伯	伯伯	981	0
3660	Shantou	uncle (fathers's elder brother)	a³³peʔ²	a ³³ + p e ʔ ²	n t + i n c t	阿伯	阿伯	951	0
3661	Haikou	uncle (fathers's elder brother)	ʔbɛ⁵⁵ʔdɛ²³	ʔb ɛ ⁵⁵ + ʔd ɛ ²³	i n t + i n t	伯爹	伯爹	1054	0
3662	Taibei	uncle (fathers's elder brother)	a⁴⁴⁻³³peʔ³²	a ⁴⁴/³³ + p e ʔ ³²	n t + i n c t	阿伯	阿伯	951	0
3663	Meixian	uncle (fathers's elder brother)	a⁴⁴⁻³⁵pak¹	a ⁴⁴/³⁵ + p a k ¹	n t + i n c t	阿伯	阿伯	951	0
3664	Taoyuan	uncle (fathers's elder brother)	ɑ²⁴pɑk²²	ɑ ²⁴ + p ɑ k ²²	n t + i n c t	阿伯	阿伯	951	0
3665	Nanchang	uncle (fathers's elder brother)	tʰai²¹pɑʔ⁵	tʰ a i ²¹ + p ɑ ʔ ⁵	i n N t + i n c t	大伯	大伯	1051	0
3666	Nanchang	uncle (fathers's elder brother)	ɵ²¹pɑʔ⁵	ɵ ²¹ + p ɑ ʔ ⁵	n t + i n c t	二伯	二伯	1055	0
3667	Nanchang	uncle (fathers's elder brother)	pɑʔ⁵iɑ⁴⁵	p ɑ ʔ ⁵ + i ɑ ⁴⁵	i n c t + m n t	伯爷	伯爷	1052	0
3668	Changsha	uncle (fathers's elder brother)	pə²⁴pə⁰	p ə ²⁴ + p ə ⁰	i n t + i n t	伯伯	伯伯	981	0
3669	Xiangtan	uncle (fathers's elder brother)	pɒ²⁴pɒ⁵⁵	p ɒ ²⁴ + p ɒ ⁵⁵	i n t + i n t	伯伯	伯伯	981	0
3670	Xiangtan	uncle (fathers's elder brother)	pɒ²⁴iɒ¹²	p ɒ ²⁴ + i ɒ ¹²	i n t + m n t	伯爷	伯爷	1052	0
3671	Shexian	uncle (fathers's elder brother)	pɛʔ²¹	p ɛ ʔ ²¹	i n c t	伯	伯	1056	0
3672	Tunxi	uncle (fathers's elder brother)	pa⁵ia⁴⁴	p a ⁵ + i a ⁴⁴	i n t + m n t	伯爷	伯爷	1052	0
3673	Taiyuan	uncle (fathers's elder brother)	ta⁴⁵ie¹¹⁻⁵³	t a ⁴⁵ + i e ¹¹/⁵³	i n t + m n t	大爷	大爷	1057	0
3674	Pingyao	uncle (fathers's elder brother)	tei³⁵iᴇ¹³⁻⁵³	t e i ³⁵ + i ᴇ ¹³/⁵³	i n N t + m n t	大爷	大爷	1057	0
3675	Huhehaote	uncle (fathers's elder brother)	ta⁵⁵ie³¹	t a ⁵⁵ + i e ³¹	i n t + m n t	大爷	大爷	1057	0
3676	Beijing	uncle (fathers's elder brother)	ta⁵¹iɛ¹	t a ⁵¹ + i ɛ ¹	i n t + m n t	大爷	大爷	1057	0
3677	Tianjin	uncle (fathers's elder brother)	tɑ⁵³ie¹	t ɑ ⁵³ + i e ¹	i n t + m n t	大爷	大爷	1057	0
3678	Jinan	uncle (fathers's elder brother)	ta²¹iə⁴²	t a ²¹ + i ə ⁴²	i n t + m n t	大爷	大爷	1057	0
3679	Qingdao	uncle (fathers's elder brother)	ta⁴²tiə²¹³	t a ⁴² + t i ə ²¹³	i n t + i m n t	大爹	大爹	1058	0
3680	Nanjing	uncle (fathers's elder brother)	pəʔ⁵pəʔ	p ə ʔ ⁵ + p ə ʔ ⁰	i n c t + i n c t	伯伯	伯伯	981	0
3681	Hefei	uncle (fathers's elder brother)	ta⁵³pɐʔ⁵	t a ⁵³ + p ɐ ʔ ⁵	i n t + i n c t	大伯	大伯	1051	0
3682	Zhengzhou	uncle (fathers's elder brother)	ta³¹²⁻³¹pɛ²⁴	t a ³¹²/³¹ + p ɛ ²⁴	i n t + i n t	大伯	大伯	1051	0
3683	Zhengzhou	uncle (fathers's elder brother)	ta³¹²⁻³¹iɛ	t a ³¹²/³¹ + i ɛ ⁰	i n t + m n t	大爷	大爷	1057	0
3684	Wuhan	uncle (fathers's elder brother)	pɤ²¹³⁻²¹pɤ	p ɤ ²¹³/²¹ + p ɤ ⁰	i n t + i n t	伯伯	伯伯	981	0
3685	Wuhan	uncle (fathers's elder brother)	pɤ²¹³⁻²¹fu	p ɤ ²¹³/²¹ + f u ⁰	i n t + i n t	伯父	伯父	1048	0
3686	Chengdu	uncle (fathers's elder brother)	pe³¹pe³¹⁻⁵⁵	p e ³¹ + p e ³¹/⁵⁵	i n t + i n t	伯伯	伯伯	981	0
3687	Guiyang	uncle (fathers's elder brother)	pɛ²¹pɛ	p ɛ ²¹ + p ɛ ⁰	i n t + i n t	伯伯	伯伯	981	0
3688	Guiyang	uncle (fathers's elder brother)	pɛ²¹tiɛ⁵⁵	p ɛ ²¹ + t i ɛ ⁵⁵	i n t + i m n t	伯爹	伯爹	1054	0
3689	Kunming	uncle (fathers's elder brother)	tᴀ²¹²tiɛ⁴⁴	t ᴀ ²¹² + t i ɛ ⁴⁴	i n t + i m n t	大爹	大爹	1058	0
3690	Haerbin	uncle (fathers's elder brother)	ta⁵³iɛ	t a ⁵³ + i ɛ ⁰	i n t + m n t	大爷	大爷	1057	0
3691	Xi'an	uncle (fathers's elder brother)	pei²¹	p e i ²¹	i n N t	伯	伯	1056	0
3692	Yinchuan	uncle (fathers's elder brother)	ta¹³tie⁴⁴	t a ¹³ + t i e ⁴⁴	i n t + i m n t	大爹	大爹	1058	0
3693	Yinchuan	uncle (fathers's elder brother)	ʨʰiŋ⁴⁴tie	tɕʰ i ŋ ⁴⁴ + t i e ⁰	i n c t + i m n t	亲爹	亲爹	1059	0
3694	Yinchuan	uncle (fathers's elder brother)	lɔ⁵³tie⁴⁴	l ɔ ⁵³ + t i e ⁴⁴	i n t + i m n t	老爹	老爹	979	0
3695	Yinchuan	uncle (fathers's elder brother)	ʂu¹³⁻¹¹lə⁰ʦɿ	ʂ u ¹³/¹¹ + l ə ⁰ + ts ɿ ⁰	i n t + i n t + i n t	叔老子	叔老子	1060	0
3696	Lanzhou	uncle (fathers's elder brother)	ta¹³⁻¹¹ta⁵³	t a ¹³/¹¹ + t a ⁵³	i n t + i n t	大大	大大	980	0
3697	Xining	uncle (fathers's elder brother)	ta²⁴⁻²¹ta²⁴⁻⁵³	t a ²⁴/²¹ + t a ²⁴/⁵³	i n t + i n t	达达	达达	1061	0
3698	Wulumuqi	uncle (fathers's elder brother)	pei⁵¹⁻⁴⁴pei	p e i ⁵¹/⁴⁴ + p e i ⁰	i n N t + i n N t	伯伯	伯伯	981	0
3699	Wulumuqi	uncle (fathers's elder brother)	ta⁵⁵⁻⁴⁴ta	t a ⁵⁵/⁴⁴ + t a ⁰	i n t + i n t	达达	达达	1061	0
3992	Shanghai	uncle (mother's brother)	ȵiã¹³⁻²²ʥiɤ³⁻⁴⁴	ɲ i ã ∼ ¹³/²² + dʑ i ɤ ³/⁴⁴	i m n c t + i m n t	娘舅	娘舅	1143	0
3993	Shanghai	uncle (mother's brother)	ʥiɤ¹³⁻²²ʥiɤ¹³⁻⁴⁴	dʑ i ɤ ¹³/²² + dʑ i ɤ ¹³/⁴⁴	i m n t + i m n t	舅舅	舅舅	1144	0
3994	Suzhou	uncle (mother's brother)	ȵiã¹³ʥiʏ³¹⁻³³	ɲ i ã ∼ ¹³ + dʑ i ʏ ³¹/³³	i m n c t + i m n t	娘舅	娘舅	1143	0
3995	Hangzhou	uncle (mother's brother)	niɑŋ²¹³⁻²¹ʥiø¹³	n i ɑ ŋ ²¹³/²¹ + dʑ i ø ¹³	i m n c t + i m n t	娘舅	娘舅	1143	0
3996	Wenzhou	uncle (mother's brother)	ʥau³⁵⁻²¹ʥau³⁵	dʑ a u ³⁵/²¹ + dʑ a u ³⁵	i n N t + i n N t	舅舅	舅舅	1144	0
3997	Wenzhou	uncle (mother's brother)	ȵi³¹⁻⁴²ʥau³⁵	ɲ i ³¹/⁴² + dʑ a u ³⁵	i n t + i n N t	娘舅	娘舅	1143	0
3998	Guangzhou	uncle (mother's brother)	kʰɐu²³fu²²⁻³⁵	kʰ ɐ u ²³ + f u ²²/³⁵	i n N t + i n t	舅父	舅父	1145	0
