OurUnicodeZi	MCascii	Mandarin	PubFull	PubPre	PubIni	PubMed	PubFin	PubSuf	GSRindexStr	OurUnicode	OurGloss
酸	swan	suan1	*[s]ˤor		[s]ˤ		or		0468e'	U+9178	sour
宣	sjwen	xuan1	*s-qʷar	s-	qʷ		ar		0164t	U+5BA3	spread (v.)
旋	zjwen	xuan2	*s-ɢʷen	s-	ɢʷ		en		0236a	U+65CB	turn around; return
選	sjwenX	xuan3	*[s]o[n]ʔ		[s]		o[n]ʔ		0433f	U+9078	choose; count
選	sjwenX	xuan3	*[s]o[r]ʔ		[s]		o[r]ʔ		0433f	U+9078	count (v.)
削	sjak	xiao1	*[s]ewk		[s]		ewk		1149c'	U+524A	scrape, pare
雪	sjwet	xue3	*[s]ot		[s]		ot		0297a	U+96EA	snow
隋	sjweH	sui4	*s-loj-s	s-	l		oj	-s	0011b	U+968B	shred sacrificial meat
隨	zjwe	sui2	*sə.loj	sə.	l		oj		0011g	U+96A8	follow
瀡	sjweH	sui3	*s-loj-s	s-	l		oj	-s	0011i	U+7021	slippery
碎	swojH	sui4	*[s-tsʰ]ˤu[t]-s	[s-	tsʰ]ˤ		u[t]	-s	0490n	U+788E	break
誶	swijH	sui4	*s-tsu[t]-s	s-	ts		u[t]	-s	0490q	U+8AB6	reprimand; insult
隧	zwijH	sui4	*sə-lu[t]-s	sə-	l		u[t]	-s	0526m	U+96A7	tunnel, path
檖	zwijH	sui4	*sə.lu[t]-s	sə.	l		u[t]	-s	0526h	U+6A96	a kind of pear tree
穟	zwijH	sui4	*s.[ɢ]ʷi[t]-s	s.	[ɢ]ʷ		i[t]	-s	0526k	U+7A5F	ear of grain
彗	zjwejH	hui4	*s-[ɢ]ʷe[t]-s	s-	[ɢ]ʷ		e[t]	-s	0527a	U+5F57	broom; comet
損	swonX	sun3	*[s-q]ʷˤə[n]ʔ	[s-	q]ʷˤ		ə[n]ʔ		0435a	U+640D	diminish, damage
飧	swon	sun1	*[s]ˤu[r]		[s]ˤ		u[r]		0436a	U+98E7	evening meal
隼	swinX	sun3	*[s]urʔ		[s]		urʔ		0467a	U+96BC	hawk, falcon
循	zwin	xun2	*sə.lu[n]	sə.	l		u[n]		0465f	U+5FAA	follow
旬	zwin	xun2	*s-N-qʷi[n]	s-N-	qʷ		i[n]		0392a	U+65EC	ten-day cycle
徇	zwinH	xun4	*s-[ɢ]ʷi[n]-s	s-	[ɢ]ʷ		i[n]	-s	0392e	U+5F87	go everywhere
殉	zwinH	xun4	*s.[ɢ]ʷi[n]-s	s.	[ɢ]ʷ		i[n]	-s	0392g	U+6B89	accompany in death
筍	swinX	sun3	*s-qʷi[n]ʔ	s-	qʷ		i[n]ʔ		0392n	U+7B4D	bamboo sprouts
荀	swin	xun2	*s.qʷi[n]	s.	qʷ		i[n]		0392o	U+8340	spec. of plant; (proper name]
紃	zwin	xun2	*s-du[n]	s-	d		u[n]		0462d	U+7D03	silk cord
巡	zwin	xun2	*[sə.l]u[n]	[sə.	l]		u[n]		0462e	U+5DE1	perambulate
馴	zwin	xun2	*sə.lu[n]	sə.	l		u[n]		0462f	U+99B4	docile; gradually
宋	sowngH	song4	*[s]ˤuŋ-s		[s]ˤ		uŋ	-s	1004a	U+5B8B	(place name)
嵩	sjuwng	song1	*[s]uŋ		[s]		uŋ		1012a	U+5D69	high
送	suwngH	song4	*[s]ˤoŋ-s		[s]ˤ		oŋ	-s	1179a	U+9001	escort (v.), send
誦	zjowngH	song4	*sə-[l]oŋ-s	sə-	[l]		oŋ	-s	1185o	U+8AA6	recite
松	zjowng	song1	*sə.ɢoŋ	sə.	ɢ		oŋ		1190a	U+677E	pine (n.)
頌	zjowngH	song4	*s-[ɢ]oŋ-s	s-	[ɢ]		oŋ	-s	1190d	U+980C	praise
塞	sok	se4	*[s]ˤək		[s]ˤ		ək		0908a	U+585E	stop up, block (v.)
嗇	srik	se4	*s.rək	s.	r		ək		0926a	U+55C7	reap
色	srik	se4	*s.rək	s.	r		ək		0927a	U+8272	color; countenance
訾	zje	zi3	*s-N-tse(j)	s-N-	ts		e(j)		0358k	U+8A3E	fault
肆	sijH	si4	*s-ləp-s	s-	l		əp	-s	0509h	U+8086	unrestrained
四	sijH	si4	*s.li[j]-s	s.	l		i[j]	-s	0518a	U+56DB	four
死	sijX	si3	*sijʔ		s		ijʔ		0558a	U+6B7B	die (v.)
虒	sje	si1	*s.le	s.	l		e		0870a	U+8652	(place name)
食	ziH	si4	*s-m-lək-s	s-m-	l		ək	-s	0921a	U+98DF	feed (v.)
寺	ziH	si4	*s-[d]əʔ-s	s-	[d]		əʔ	-s	0961m	U+5BFA	hall
巳	ziX	si4	*s-[ɢ]əʔ	s-	[ɢ]		əʔ		0967a	U+5DF3	6th earthly branch
祀	ziX	si4	*s-[ɢ]əʔ	s-	[ɢ]		əʔ		0967d	U+7940	sacrifice; year
司	si	si1	*s-lə	s-	l		ə		0972a	U+53F8	superintend
祠	zi	ci2	*sə.lə	sə.	l		ə		0972h	U+7960	sacrifice
絲	si	si1	*[s]ə		[s]		ə		0974a	U+7D72	silk
鈶	ziX	yi2	*sə.ləʔ	sə.	l		əʔ		0976c'	U+9236	handle of plough or sickle
似	ziX	si4	*sə.ləʔ	sə.	l		əʔ		0976h	U+4F3C	resemble
耜	ziX	si4	*sə-ləʔ	sə-	l		əʔ		0976k	U+801C	plowshare; to plow
俟	zriX	si4	*s.[ɢ]rəʔ	s.	[ɢ]	r	əʔ		0976m	U+4FDF	move on
俟	zriX	si4	*s-[ɢ]rəʔ	s-	[ɢ]	r	əʔ		0976m	U+4FDF	wait
辭	zi	ci2	*sə.lə	sə.	l		ə		0968a	U+8FAD	words
賜	sjeH	ci4	*s-lek-s	s-	l		ek	-s	0850t	U+8CDC	give
𦍒	that	ta4	*l̥ˤat		l̥ˤ		at		0271a	U+26352	lamb
獺	that	ta3	*r̥ˤat		r̥ˤ		at		0272i	U+737A	otter
蹋	dap	ta4	*lˤap		lˤ		ap		0628b	U+8E4B	tread on; trample
泰	thajH	tai4	*l̥ˤa[t]-s		l̥ˤ		a[t]	-s	0316a	U+6CF0	great
態	thojH	tai4	*n̥ˤə-s		n̥ˤ		ə	-s	0885f	U+614B	bearing, manner
貸	thojH	dai4	*l̥ˤək-s		l̥ˤ		ək	-s	0918p	U+8CB8	borrow; lend
臺	doj	tai2	*lˤə		lˤ		ə		0939a	U+81FA	tower
胎	thoj	tai1	*l̥ˤə		l̥ˤ		ə		0976h'	U+80CE	fetus
鼉	dan	tuo2	*[d]ˤar		[d]ˤ		ar		0147e'	U+9F09	alligator
嘽	than	tan1	*tʰˤar		tʰˤ		ar		0147m	U+563D	numerous
彈	dan	tan2	*Cə.dˤar	Cə.	dˤ		ar		0147n	U+5F48	shoot pellets
壇	dan	tan2	*[d]ˤan		[d]ˤ		an		0148d	U+58C7	altar
炭	thanH	tan4	*[tʰ]ˤa[n]-s		[tʰ]ˤ		a[n]	-s	0151a	U+70AD	charcoal, coal
灘	than	tan1	*n̥ˤar		n̥ˤ		ar		0152m	U+7058	foreshore
談	dam	tan2	*lˤ[o]m		lˤ		[o]m		0617l	U+8AC7	speak
貪	thom	tan1	*r̥ˤ[ə]m		r̥ˤ		[ə]m		0645a	U+8CAA	to covet
潭	dom	tan2	*[l]ˤ[ə]m		[l]ˤ		[ə]m		0646b	U+6F6D	deep, pond
燂	dom	xun2	*[l]ˤom		[l]ˤ		om		0646d	U+71C2	to heat
醓	thomX	tan3	*[l̥ˤ][ə]mʔ		[l̥ˤ]		[ə]mʔ		0656o	U+9193	minced meat and blood pickled with brine
探	thom	tan1	*l̥ˤ[ə]m		l̥ˤ		[ə]m		0666f	U+63A2	put the hand into and test
窞	domX	dan4	*rˤomʔ		rˤ		omʔ		0672i	U+7A9E	坎窞 khomX.domX hole or pit
唐	dang	tang2	*[N].rˤaŋ	[N].	rˤ		aŋ		0700a	U+5510	棠棣 cherry tree
唐	dang	tang2	*[N-]rˤaŋ	[N-]	rˤ		aŋ		0700a	U+5510	exaggerate; great
塘	dang	tang2	*m.rˤaŋ	m.	rˤ		aŋ		0700c	U+5858	dam, dike
餳	dang	tang2	*C.lˤaŋ	C.	lˤ		aŋ		0720c'	U+9933	sweets
湯	thang	tang1	*l̥ˤaŋ		l̥ˤ		aŋ		0720z	U+6E6F	hot liquid
攩	thangX	tang3	*tʰˤaŋʔ		tʰˤ		aŋʔ		0725a'	U+6529	beat
鏜	thang	tang1	*tʰˤaŋ		tʰˤ		aŋ		0725e'	U+93DC	sound of drum
堂	dang	tang2	*[d]ˤaŋ		[d]ˤ		aŋ		0725s	U+5802	hall
棠	dang	tang2	*[N.]rˤaŋ	[N.]	rˤ		aŋ		0725t	U+68E0	a kind of pear tree (Pyrus)
儻	thangX	tang3	*tʰˤaŋʔ		tʰˤ		aŋʔ		0725z	U+513B	easy-going, careless
匋	daw	tao2	*[l]ˤu		[l]ˤ		u		1047a	U+530B	kiln; pottery
討	thawX	tao3	*[t]ʰˤuʔ		[t]ʰˤ		uʔ		1073d	U+8A0E	examine; denounce
滔	thaw	tao1	*l̥ˤu		l̥ˤ		u		1078d	U+6ED4	rushing water
鞀	daw	tao2	*[d]ˤaw		[d]ˤ		aw		1131e'	U+9780	small drum
逃	daw	tao2	*lˤaw		lˤ		aw		1145v	U+9003	flee
慝	thok	te4	*n̥ˤək		n̥ˤ		ək		0777o	U+615D	evil
縢	dong	teng2	*lˤəŋ		lˤ		əŋ		0893t	U+7E22	tie; band
騰	dong	teng2	*lˤəŋ		lˤ		əŋ		0893v	U+9A30	to mount; oppress
洟	thejH	ti4	*[l̥]ˤ[ə]j-s		[l̥]ˤ		[ə]j	-s	0551f	U+6D1F	mucus from the nose
荑	dej	ti2	*lˤəj		lˤ		əj		0551k	U+8351	young shoot
薙	thejH	ti4	*l̥ˤij-s		l̥ˤ		ij	-s	0560m	U+8599	clear weeds
睇	thej	ti1	*l̥ˤ[ə]j		l̥ˤ		[ə]j		0591k	U+7747	look at
梯	thej	ti1	*l̥ˤ[ə]j		l̥ˤ		[ə]j		0591l	U+68AF	stairs
涕	thejX	ti4	*[l̥]ˤ[ə]jʔ		[l̥]ˤ		[ə]jʔ		0591m	U+6D95	tears (n.)
體	thejX	ti3	*r̥ˤijʔ		r̥ˤ		ijʔ		0597i	U+9AD4	body; limbs
剔	thek	ti1	*l̥ˤek		l̥ˤ		ek		0850h	U+5254	cut (v.)
惕	thek	ti4	*l̥ˤek		l̥ˤ		ek		0850i	U+60D5	anxious, worried
提	dej	ti2	*[d]ˤe		[d]ˤ		e		0866n	U+63D0	lift, grasp
嗁	dej	ti2	*C.lˤe	C.	lˤ		e		0870d	U+55C1	cry; weep
眺	thewH	tiao4	*l̥ˤew-s		l̥ˤ		ew	-s	1145j	U+773A	look from a distance
挑	thew	tiao1	*l̥ˤew		l̥ˤ		ew		1145o	U+6311	scratch, stir up
跳	dew	tiao4	*lˤew		lˤ		ew		1145p	U+8DF3	jump
餮	thet	tie4	*[tʰ]ˤət		[tʰ]ˤ		ət		0453m	U+992E	饕餮 thaw.thet glutton
怗	thep	tie1	*[tʰ]ˤep		[tʰ]ˤ		ep		0618h	U+6017	submit, peaceful
天	then	tian1	*l̥ˤi[n]		l̥ˤ		i[n]		0361a	U+5929	heaven
吞	then	tian1	*l̥ˤən		l̥ˤ		ən		0361d	U+541E	(surname)
田	den	tian2	*lˤiŋ		lˤ		iŋ		0362a	U+7530	field; to hunt
腆	thenX	tian3	*tʰˤə[n]ʔ		tʰˤ		ə[n]ʔ		0476d	U+8146	thick, ample
殄	denX	tian3	*[d]ˤə[n]ʔ		[d]ˤ		ə[n]ʔ		0453k	U+6B84	cease; destroy
汀	theng	ting1	*tʰˤeŋ		tʰˤ		eŋ		0833f	U+6C40	level land beside water
町	thengX	ting3	*tʰˤeŋʔ		tʰˤ		eŋʔ		0833g	U+753A	then(g)X.thwanX 'trampled (field)
亭	deng	ting2	*m-tˤeŋ	m-	tˤ		eŋ		0833h	U+4EAD	manage
停	deng	ting2	*Cə.[d]ˤeŋ	Cə.	[d]ˤ		eŋ		0833i	U+505C	to stop
𡈼	thengX	ting3	*l̥ˤeŋʔ		l̥ˤ		eŋʔ		0835a	U+2123C	good (Shuōwén)
聽	theng	ting1	*l̥ˤeŋ		l̥ˤ		eŋ		0835d'	U+807D	listen
聽	thengH	ting4	*l̥ˤeŋ-s		l̥ˤ		eŋ	-s	0835d'	U+807D	listen to; obey
廷	deng	ting2	*lˤeŋ		lˤ		eŋ		0835d	U+5EF7	courtyard
挺	thengX	ting3	*l̥ˤeŋʔ		l̥ˤ		eŋʔ		0835i	U+633A	stand up straight
隋	thwaX	tuo3	*l̥ˤojʔ		l̥ˤ		ojʔ		0011b	U+968B	shred sacrificial meat
橢	thwaX	tuo3	*l̥ˤojʔ		l̥ˤ		ojʔ		0011c	U+6A62	oval
驒	da	tuo2	*[d]ˤar		[d]ˤ		ar		0147d'	U+9A52	bluish-black horse with white spots
鼉	da	tuo2	*[d]ˤar		[d]ˤ		ar		0147e'	U+9F09	alligator
捝	thwat	tuo1	*l̥ˤot		l̥ˤ		ot		0324l	U+635D	peel off, take off
妥	thwaX	tuo3	*n̥ˤojʔ		n̥ˤ		ojʔ		0354a	U+59A5	at ease
它	tha	ta1	*l̥ˤaj		l̥ˤ		aj		0004a	U+5B83	another
紽	da	tuo2	*lˤaj		lˤ		aj		0004j	U+7D3D	bundle of threads
沱	da	tuo2	*lˤaj		lˤ		aj		0004k	U+6CB1	flow (v.)
託	thak	tuo1	*tʰˤak		tʰˤ		ak		0780e	U+8A17	entrust
橐	thak	tuo2	*tʰˤak		tʰˤ		ak		0795p	U+6A50	sack; bellows
頭	duw	tou2	*[m-t]ˤo	[m-	t]ˤ		o		0118e	U+982D	head
歈	duw	yu2	*lˤo		lˤ		o		0125t	U+6B48	a kind of song
偷	thuw	tou1	*l̥ˤo		l̥ˤ		o		0125u	U+5077	steal
投	duw	tou2	*[d]ˤo		[d]ˤ		o		0130c	U+6295	throw
禿	thuwk	tu1	*[tʰ]ˤok		[tʰ]ˤ		ok		1205a	U+79BF	bald
屠	du	tu2	*[d]ˤa		[d]ˤ		a		0045i'	U+5C60	butcher (v.)
突	dwot	tu1	*m-tʰˤut	m-	tʰˤ		ut		0489a	U+7A81	burst through
突	thwot	tu1	*tʰˤut		tʰˤ		ut		0489a	U+7A81	break through; suddenly
土	thuX	tu3	*tʰˤaʔ		tʰˤ		aʔ		0062a	U+571F	earth
吐	thuX	tu3	*tʰˤaʔ		tʰˤ		aʔ		0062d	U+5410	eject from mouth, spit
徒	du	tu2	*[d]ˤa		[d]ˤ		a		0062e	U+5F92	go on foot
圖	du	tu2	*[d]ˤa		[d]ˤ		a		0064a	U+5716	consider
稌	thu	tu2	*l̥ˤa		l̥ˤ		a		0082b'	U+7A0C	glutinous rice
塗	du	tu2	*lˤa		lˤ		a		0082d’	U+5857	to plaster
涂	du	tu2	*lˤa		lˤ		a		0082u	U+6D82	path
湍	thwan	tuan1	*tʰˤor		tʰˤ		or		0168i	U+6E4D	rushing water
彖	thwanH	tuan4	*l̥ˤo[r]-s		l̥ˤ		o[r]	-s	0171a	U+5F56	running pig
團	dwan	tuan2	*C.[d]ˤon	C.	[d]ˤ		on		0231n	U+5718	round, plenty
兑	dwajH	dui4	*lˤot-s		lˤ		ot	-s	0324a	U+5151	passage; opening
蜕	thwajH	tui4	*l̥ˤot-s		l̥ˤ		ot	-s	0324e	U+8715	exuviae of insects or reptiles
焞	thwoj	tun1	*tʰˤur		tʰˤ		ur		0464r	U+711E	ample
退	thwojH	tui4	*n̥ˤ[u]p-s		n̥ˤ		[u]p	-s	0512a	U+9000	withdraw (≠ advance)
推	thwoj	tui1	*tʰˤuj		tʰˤ		uj		0575a'	U+63A8	push away
吞	thon	tun1	*l̥ˤən		l̥ˤ		ən		0361d	U+541E	to swallow
屯	dwon	tun2	*[d]ˤun		[d]ˤ		un		0427a	U+5C6F	accumulate
𡱂	dwon	tun2	*[d]ˤə[n]		[d]ˤ		ə[n]		0429a	U+21C42	buttocks
焞	thwon	tun1	*tʰˤur		tʰˤ		ur		0464r	U+711E	ample
焞	thwon	tun1	*tʰˤur		tʰˤ		ur		0464r	U+711E	dim starlight
彤	downg	tong2	*N-rˤu[m]	N-	rˤ		u[m]		1008e	U+5F64	red
同	duwng	tong2	*lˤoŋ		lˤ		oŋ		1176a	U+540C	together, join
銅	duwng	tong2	*[l]ˤoŋ		[l]ˤ		oŋ		1176d	U+9285	bronze, copper
筒	duwng	tong3	*lˤoŋ		lˤ		oŋ		1176g	U+7B52	tube
桶	thuwngX	tong3	*l̥ˤoŋʔ		l̥ˤ		oŋʔ		1185p	U+6876	bucket
通	thuwng	tong1	*l̥ˤoŋ		l̥ˤ		oŋ		1185r	U+901A	penetrate
童	duwng	tong2	*[d]ˤoŋ		[d]ˤ		oŋ		1188o	U+7AE5	boy
忒	thok	te4	*l̥ˤək		l̥ˤ		ək		0918g	U+5FD2	err; change; deceitful
犆	dok	te4	*[d]ˤək		[d]ˤ		ək		0919f	U+7286	single
特	dok	te4	*[d]ˤək		[d]ˤ		ək		0961h'	U+7279	bull
怛	tat	da2	*tˤat		tˤ		at		0149g	U+601B	grieved
達	dat	da2	*[l]ˤat		[l]ˤ		at		0271b	U+9054	arrive at
大	dajH	da4	*lˤa[t]-s		lˤ		a[t]	-s	0317a	U+5927	big
答	top	da2	*[t]ˤ[u]p		[t]ˤ		[u]p		0676a	U+7B54	answer
沓	dop	ta4	*m-rˤəp	m-	rˤ		əp		0677a	U+6C93	join, unite
眔	dop	ta4	*m-rˤəp	m-	rˤ		əp		0678a	U+7714	reach to; and
隶	dojH	dai4	*m-rˤəp-s	m-	rˤ		əp	-s	0509a	U+96B6	reach to
代	dojH	dai4	*lˤək-s		lˤ		ək	-s	0918i	U+4EE3	replace
戴	tojH	dai4	*Cə.tˤək-s	Cə.	tˤ		ək	-s	0943e'	U+6234	carry on the head
待	dojX	dai4	*[d]ˤəʔ		[d]ˤ		əʔ		0961g'	U+5F85	wait on; depend on
殆	dojX	dai4	*lˤəʔ		lˤ		əʔ		0976l'	U+6B86	danger
迨	dojX	dai4	*lˤəʔ		lˤ		əʔ		0976n'	U+8FE8	come to
詒	dojX	dai4	*lˤəʔ		lˤ		əʔ		0976v	U+8A52	deceive, cheat
單	tan	dan1	*Cə.tˤar	Cə.	tˤ		ar		0147a	U+55AE	single, simple
鄲	tan	dan1	*tˤa[r]		tˤ		a[r]		0147j	U+9132	邯鄲 han.tan place name
癉	tanX	dan3	*tˤanʔ		tˤ		anʔ		0147l	U+7649	illness; toil
彈	danH	dan4	*[d]ˤar-s		[d]ˤ		ar	-s	0147n	U+5F48	pellet
亶	tanX	dan3	*tˤanʔ		tˤ		anʔ		0148a	U+4EB6	sincere, truly
旦	tanH	dan4	*tˤan-s		tˤ		an	-s	0149a	U+65E6	dawn
但	danX	dan4	*[d]ˤa[n]ʔ		[d]ˤ		a[n]ʔ		0149e	U+4F46	only
丹	tan	dan1	*tˤan		tˤ		an		0150a	U+4E39	cinnabar
啖	damX	dan4	*m-rˤamʔ	m-	rˤ		amʔ		0617n	U+5556	eat
淡	damX	dan4	*[l]ˤamʔ		[l]ˤ		amʔ		0617o	U+6DE1	insipid
擔	tamH	dan4	*mə-tˤam-s	mə-	tˤ		am	-s	0619k	U+64D4	burden
膽	tamX	dan3	*[t]ˤamʔ		[t]ˤ		amʔ		0619l	U+81BD	gall
憺	damX	dan4	*[l]ˤamʔ		[l]ˤ		amʔ		0619m	U+61BA	calm
禫	domX	dan4	*[m.]rˤ[u]mʔ	[m.]	rˤ		[u]mʔ		0646g	U+79AB	sacrifice at end of mourning
耽	tom	dan1	*[t-q]ˤ[ə]m	[t-	q]ˤ		[ə]m		0656l	U+803D	take pleasure
萏	domX	dan4	*rˤomʔ		rˤ		omʔ		0672j	U+840F	菡萏 homX.domX lotus flower
愓	dangX	dang4	*lˤaŋʔ		lˤ		aŋʔ		0720e'	U+6113	carefree, extravagant
碭	dangH	dang4	*lˤaŋ-s		lˤ		aŋ	-s	0720f'	U+78AD	veined stone
蕩	dangH	dang4	*lˤaŋ-s		lˤ		aŋ	-s	0720p'	U+8569	throw out, purify from
當	tangH	dang4	*tˤaŋ-s		tˤ		aŋ	-s	0725q	U+7576	suitable
當	tang	dang1	*tˤaŋ		tˤ		aŋ		0725q	U+7576	match (v.); have the value of, rank with
黨	tangX	dang3	*tˤaŋʔ		tˤ		aŋʔ		0725r	U+9EE8	500 families; relatives
纛	dawH	dao4	*[d]ˤuk-s		[d]ˤ		uk	-s	1016b	U+7E9B	banner, streamer
道	dawX	dao4	*[kə.l]ˤuʔ	[kə.	l]ˤ		uʔ		1048a	U+9053	way
道	dawH	dao3	*lˤuʔ-s		lˤ		uʔ	-s	1048a	U+9053	show the way
稻	dawX	dao4	*[l]ˤuʔ		[l]ˤ		uʔ		1078h	U+7A3B	rice, paddy
擣	tawX	dao3	*tˤuʔ		tˤ		uʔ		1090r	U+64E3	pound (v.)
島	tawX	dao3	*tˤuʔ		tˤ		uʔ		1116c	U+5CF6	island
刀	taw	dao1	*C.tˤaw	C.	tˤ		aw		1131a	U+5200	knife
到	tawH	dao4	*tˤaw[k]-s		tˤ		aw[k]	-s	1132a	U+5230	arrive
倒	tawX	dao3	*tˤawʔ		tˤ		awʔ		1132c	U+5012	turn upside down (v.i.)
盜	dawH	dao4	*[d]ˤaw(k)-s		[d]ˤ		aw(k)	-s	1133a	U+76DC	steal
悼	dawH	dao4	*[d]ˤawk-s		[d]ˤ		awk	-s	1126l	U+60BC	sad; pity
登	tong	deng1	*k-tˤəŋ	k-	tˤ		əŋ		0883a	U+767B	a kind of sacrificial vessel
登	tong	deng1	*tˤəŋ		tˤ		əŋ		0883e	U+767B	ascend
等	tongX	deng3	*tˤəŋʔ		tˤ		əŋʔ		0961i'	U+7B49	step, grade
篴	dek	di2	*lˤiwk		lˤ		iwk		1022d	U+7BF4	flute
滌	dek	di2	*lˤiwk		lˤ		iwk		1077x	U+6ECC	wash, clean (v.)
翟	dek	di2	*lˤewk		lˤ		ewk		1124a	U+7FDF	pheasant
糴	dek	di2	*lˤewk		lˤ		ewk		1124c	U+7CF4	buy grain
弔	tek	diao4	*tˤ[i]wk		tˤ		[i]wk		1165a	U+5F14	arrive
軑	dejH	di4	*[l]ˤe[t]-s		[l]ˤ		e[t]	-s	0317h	U+8ED1	wheel-axle cap
杕	dejH	di4	*[d]ˤet-s		[d]ˤ		et	-s	0317j	U+6755	solitary-growing (sc. tree)
棣	dejH	di4	*[N].rˤəp-s	[N].	rˤ		əp	-s	0509f	U+68E3	dang-dejH cherry tree
氐	tej	di1	*tˤij		tˤ		ij		0590a	U+6C10	Western tribes
氐	tejX	di3	*tˤijʔ		tˤ		ijʔ		0590a	U+6C10	bottom
底	tejX	di3	*tˤijʔ		tˤ		ijʔ		0590c	U+5E95	bottom; stop, obstruct
抵	tejX	di3	*tˤijʔ		tˤ		ijʔ		0590g	U+62B5	push away
弟	dejX	di4	*lˤəjʔ		lˤ		əjʔ		0591a	U+5F1F	younger brother
娣	dejX	di4	*lˤəjʔ		lˤ		əjʔ		0591d	U+5A23	younger secondary wife
第	dejH	di4	*[l]ˤəjʔ-s		[l]ˤ		əjʔ	-s	0591e	U+7B2C	sequence
睇	dejH	di4	*lˤəj-s		lˤ		əj	-s	0591k	U+7747	look at
狄	dek	di2	*lˤek		lˤ		ek		0856a	U+72C4	(name of a northern tribe)
遞	dejX	di4	*lˤeʔ		lˤ		eʔ		0870e	U+905E	alternate
帝	tejH	di4	*tˤek-s		tˤ		ek	-s	0877a	U+5E1D	God
嫡	tek	di2	*tˤek		tˤ		ek		0877m	U+5AE1	son of principal wife
敵	dek	di2	*[d]ˤek		[d]ˤ		ek		0877q	U+6575	oppose; enemy
嚏	tejH	ti4	*[t]ˤi[t]-s		[t]ˤ		i[t]	-s	0415e	U+568F	sneeze
凋	tew	diao1	*tˤiw		tˤ		iw		1083o	U+51CB	wither (v.)
雕	tew	diao1	*tˤiw		tˤ		iw		1083t	U+96D5	bird of prey
釣	tewH	diao4	*[t]ˤewk-s		[t]ˤ		ewk	-s	1120k	U+91E3	to angle
挑	dewX	tiao3	*lˤewʔ		lˤ		ewʔ		1145o	U+6311	provoke
弔	tewH	diao4	*tˤ[e]wk-s		tˤ		[e]wk	-s	1165a	U+5F14	grieved; condole
墆	det	die2	*[d]ˤet		[d]ˤ		et		0315d	U+5886	hoard (v.)
跌	det	die1	*lˤi[t]		lˤ		i[t]		0402j	U+8DCC	stumble
迭	det	die2	*lˤi[t]		lˤ		i[t]		0402k	U+8FED	alternate (v.)
垤	det	die2	*[d]ˤi[t]		[d]ˤ		i[t]		0413n	U+57A4	anthill
輒	tep	zhe2	*t-nˤep	t-	nˤ		ep		0632b	U+8F12	paralysed, unable to move
蝶	dep	die2	*lˤep		lˤ		ep		0633h	U+8776	hu-dep: butterfly
驒	ten	tuo2	*tˤer		tˤ		er		0147d'	U+9A52	驒騱 a kind of wild horse
甸	denH	dian4	*lˤiŋ-s		lˤ		iŋ	-s	0362g	U+7538	open space outside city
奠	denH	dian4	*m-tˤe[n]-s	m-	tˤ		e[n]	-s	0363a	U+5960	set forth (v.t.)
顛	ten	dian1	*tˤi[n]		tˤ		i[n]		0375m	U+985B	top
電	denH	dian4	*lˤi[n]-s		lˤ		i[n]	-s	0385m	U+96FB	lightning
殿	tenH	dian4	*tˤə[n]-s		tˤ		ə[n]	-s	0429d	U+6BBF	rear (building, army unit)
殿	denH	dian4	*[N-t]ˤə[n]-s	[N-	t]ˤ		ə[n]	-s	0429d	U+6BBF	palace
典	tenX	dian3	*tˤə[r]ʔ		tˤ		ə[r]ʔ		0476a	U+5178	statute, norm
玷	temX	dian4	*tˤemʔ		tˤ		emʔ		0618l	U+73B7	black spot
簟	demX	dian4	*[l]ˤimʔ		[l]ˤ		imʔ		0646j	U+7C1F	bamboo mat
驔	demX	dian4	*[l]ˤimʔ		[l]ˤ		imʔ		0646l	U+9A54	horse with hairy legs
墊	temH	dian4	*[t]ˤ[i]m-s		[t]ˤ		[i]m	-s	0685o	U+588A	descend
頂	tengX	ding3	*tˤeŋʔ		tˤ		eŋʔ		0833e	U+9802	top of the head
鼎	tengX	ding3	*tˤeŋʔ		tˤ		eŋʔ		0834a	U+9F0E	cauldron
隓	dwaX	hui1	*lˤojʔ		lˤ		ojʔ		0011a	U+9693	destroy
奪	dwat	duo2	*Cə.lˤot	Cə.	lˤ		ot		0274a	U+596A	seize
多	ta	duo1	*[t.l]ˤaj	[t.	l]ˤ		aj		0003a	U+591A	many
拖	tha	tuo1	*l̥ˤaj		l̥ˤ		aj		0004f'	U+62D6	draw, pull
鐸	dak	duo2	*lˤak		lˤ		ak		0790p	U+9438	a kind of bell
度	dak	duo2	*[d]ˤak		[d]ˤ		ak		0801a	U+5EA6	measure (v.)
竇	duwH	dou4	*lˤok-s		lˤ		ok	-s	1023s	U+7AC7	hole; drain
斗	tuwX	dou3	*tˤoʔ		tˤ		oʔ		0116a	U+6597	bushel; ladle
豆	duwH	dou4	*[N.t]ˤo-s	[N.	t]ˤ		o	-s	0118a	U+8C46	bean
豆	duwH	dou4	*[d]ˤok-s		[d]ˤ		ok	-s	0118a	U+8C46	vessel with a neck
脰	duwH	dou4	*kə.dˤok-s	kə.	dˤ		ok	-s	0118d	U+8130	neck
鬭	tuwH	dou4	*tˤok-s		tˤ		ok	-s	1235c	U+9B2D	quarrel, wrangle
兜	tuw	dou1	*tˤo		tˤ		o		0117a	U+515C	helmet, hood
